Unnamed: 0,char,dialog,movie,dialog_length,word_count,sentiment,confidence,dominant_topic,topic_label
1941,SARUMAN VOICEOVER,You know what they woke in the dark of Khazad-d'm ,The Fellowship of the Ring ,50.0,10.0,NEGATIVE,0.9772969484329224,Topic 6,Hope & Courage
1942,SARUMAN," Shadow, flame ",The Fellowship of the Ring ,15.0,2.0,POSITIVE,0.966474950313568,Topic 6,Hope & Courage
1943,BOROMIR,"One does not simply walk into Mordor.  Its black gates     are guarded by more than just orcs. There is evil there that does not sleep     and the great eye is ever watchful.  Tis a barren wasteland, riddled     with fire and ash and dust.  The very air you breathe is a poisonous     fume.  Not with ten thousand men could you do this.    ,It is folly ",The Fellowship of the Ring ,353.0,64.0,NEGATIVE,0.945607841014862,Topic 1,War & Battle
1944,LEGOLAS, Have you     heard nothing Lord Elrond has said? The Ring must be destroyed ,The Fellowship of the Ring ,77.0,13.0,NEGATIVE,0.9997171759605408,Topic 8,Home & Peace
1945,GIMLI,and I suppose you think you're the one to do it. ,The Fellowship of the Ring ,49.0,11.0,POSITIVE,0.9993219375610352,Topic 3,The Ring & Power
1946,BOROMIR,"and if we fail what then ? , What happens when Sauron takes back what is his ? ",The Fellowship of the Ring ,79.0,18.0,NEGATIVE,0.99449360370636,Topic 6,Hope & Courage
1947,GIMLI, I will be     dead before I see the Ring in the hands of an elf ,The Fellowship of the Ring ,65.0,15.0,NEGATIVE,0.9981945157051086,Topic 3,The Ring & Power
1948,GIMLI,Never trust an elf ,The Fellowship of the Ring ,19.0,4.0,NEGATIVE,0.9991703033447266,Topic 8,Home & Peace
1949,GANDALF,"Do you not understand that while we bicker amongst     ourselves, Sauron's power grows?! None can escape it! You'll all be     destroyed ",The Fellowship of the Ring ,137.0,21.0,NEGATIVE,0.9985016584396362,Topic 8,Home & Peace
1950,GANDALF,Your fingers would remember their old strength     better......if they grasped your sword. ,The Two Towers ,91.0,12.0,NEGATIVE,0.9923468828201294,Topic 4,Journey & Quest
1951,GRIMA,"I've only......ever served you, my lord.     ",The Two Towers ,45.0,6.0,NEGATIVE,0.9900730848312378,Topic 4,Journey & Quest
1952,THEODEN,    Your leechcraft would have had me crawling on all fours like a beast! ,The Two Towers ,74.0,13.0,NEGATIVE,0.992485761642456,Topic 7,Death & Sacrifice
1953,GRIMA,Send me not from your sight. ,The Two Towers ,29.0,6.0,NEGATIVE,0.9341672658920288,Topic 7,Death & Sacrifice
1954,ARAGORN,"No, my lord! No, my lord. Let him go. Enough blood has been     spilt on his account. ",The Two Towers ,86.0,17.0,NEGATIVE,0.9764339923858644,Topic 2,Friendship & Loyalty
1955,GRIMA,Get out of my way! ,The Two Towers ,19.0,5.0,NEGATIVE,0.9759490489959716,Topic 8,Home & Peace
1956,HAMA,"Hail, Theoden King! ",The Two Towers ,20.0,3.0,POSITIVE,0.9993287324905396,Topic 4,Journey & Quest
1957,THEODEN,Where is Theodred? Where is my son?,The Two Towers ,35.0,7.0,NEGATIVE,0.995898425579071,Topic 4,Journey & Quest
1958,GANDALF VOICE OVER,Darkness took me......and I strayed out of thoughtand time. ,The Two Towers ,60.0,9.0,NEGATIVE,0.9775981903076172,Topic 8,Home & Peace
1959,GANDALF VOICE OVER,Stars wheeled overhead......and every day was as longas a life age of the Earth.But it was not the end.I felt life in me again. ,The Two Towers ,128.0,24.0,POSITIVE,0.9906805157661438,Topic 6,Hope & Courage
1960,GANDALF,I've been sent back...... until my task is done. ,The Two Towers ,49.0,9.0,NEGATIVE,0.9925792813301086,Topic 4,Journey & Quest
1961,ARAGORN,Gandalf. ,The Two Towers ,9.0,1.0,POSITIVE,0.9385116696357728,Topic 1,War & Battle
1962,GANDALF,"Gandalf? ,Yes.That was what they used to call me.Gandalf the Grey.That was my name.",The Two Towers ,83.0,14.0,NEGATIVE,0.9716856479644777,Topic 1,War & Battle
1963,GIMLI,Gandalf. ,The Two Towers ,9.0,1.0,POSITIVE,0.9385116696357728,Topic 1,War & Battle
1964,GANDALF,I am Gandalf the White.And I come back to you now......at the turn of the tide. ,The Two Towers ,80.0,16.0,POSITIVE,0.9912312626838684,Topic 1,War & Battle
1965,GANDALF,One stage of your journey is over.Another begins. We must travel to Edoras with all speed. ,The Two Towers ,91.0,16.0,POSITIVE,0.9819439649581908,Topic 5,Fear & Danger
1966,GIMLI,Edoras?That is no short distance! ,The Two Towers ,34.0,5.0,POSITIVE,0.9927621483802797,Topic 1,War & Battle
1967,ARAGORN,We hear of trouble in Rohan.It goes ill with the king. ,The Two Towers ,55.0,11.0,NEGATIVE,0.999194085597992,Topic 6,Hope & Courage
1968,GANDALF,"Yes, and it will not be easily cured. ",The Two Towers ,38.0,8.0,NEGATIVE,0.9974020719528198,Topic 5,Fear & Danger
1969,GIMLI,"Then we have run all this way for nothing?Are we to leave those poor Hobbits here......in this horrid, dark, dank tree-infested--?    ,I mean, charming......quite charming forest. ",The Two Towers ,180.0,26.0,POSITIVE,0.9934180974960328,Topic 6,Hope & Courage
1970,GANDALF,It was more than mere chance thatbrought Merry and Pippin to Fangorn.A great power has been sleeping herefor many long years.The coming of Merry and Pippinwill be like the falling of small stones......that starts an avalanchein the mountains. ,The Two Towers ,243.0,38.0,POSITIVE,0.9029412865638732,Topic 3,The Ring & Power
1971,ARAGORN,"In one thing you have not changeddear friend.,You still speak in riddles.     ",The Two Towers ,78.0,12.0,POSITIVE,0.99472177028656,Topic 4,Journey & Quest
1972,GANDALF,A thing is about to happen that has nothappened since the Elder Days.The Ents are going to wake up.....and find that they are strong. ,The Two Towers ,134.0,24.0,POSITIVE,0.9996997117996216,Topic 5,Fear & Danger
1973,GAFFER,"      Young Mr Frodo here, he's cracking! ",The Fellowship of the Ring ,42.0,6.0,POSITIVE,0.9990286827087402,Topic 8,Home & Peace
1974,FRODO, and proud of     it! Cheers Gaffer!   ,The Fellowship of the Ring ,39.0,6.0,POSITIVE,0.9998773336410522,Topic 1,War & Battle
1975,GAFFER,Cheers ,The Fellowship of the Ring ,7.0,1.0,POSITIVE,0.99980229139328,Topic 1,War & Battle
1976,SANDYMAN,Well it's none of our concern what goes on beyond our borders. Keep your     nose out of trouble and no trouble will come to you.  ,The Fellowship of the Ring ,131.0,25.0,NEGATIVE,0.9684267044067384,Topic 5,Fear & Danger
1977,ROSIE,Good Night lads ,The Fellowship of the Ring ,16.0,3.0,POSITIVE,0.999783456325531,Topic 1,War & Battle
1978,HOBBIT,"  Good     night, sweet maiden of the golden ale! ",The Fellowship of the Ring ,50.0,8.0,POSITIVE,0.999771773815155,Topic 7,Death & Sacrifice
1979,SAM,Oi Mind who you're sweet talking! ,The Fellowship of the Ring ,34.0,6.0,POSITIVE,0.9994220733642578,Topic 6,Hope & Courage
1980,FRODO,"Don't worry Sam, Rosie knows an idiot when she sees one! ",The Fellowship of the Ring ,57.0,11.0,NEGATIVE,0.9988977909088136,Topic 3,The Ring & Power
1981,SAM, Does she ? ,The Fellowship of the Ring ,12.0,3.0,NEGATIVE,0.9818094968795776,Topic 7,Death & Sacrifice
1982,FRODO,      Good Night Sam  ,The Fellowship of the Ring ,22.0,3.0,POSITIVE,0.9998167157173156,Topic 1,War & Battle
1983,GANDALF,Is it secret ? Is it safe ? ,The Fellowship of the Ring ,28.0,8.0,NEGATIVE,0.9790489673614502,Topic 6,Hope & Courage
1984,FRODO,"Ha! , What are you     doing! ",The Fellowship of the Ring ,30.0,6.0,NEGATIVE,0.910750925540924,Topic 6,Hope & Courage
1985,GANDALF,"      Hold out your hand Frodo. Its quite cool.  ,  What can you see ?    , Can you see anything ? ",The Fellowship of the Ring ,99.0,20.0,POSITIVE,0.999630570411682,Topic 2,Friendship & Loyalty
1986,FRODO," Nothing.     There's nothing , Wait. There are     markings ,  Its some form of Elvish.  I can't     read it ",The Fellowship of the Ring ,110.0,18.0,NEGATIVE,0.998924195766449,Topic 5,Fear & Danger
1987,GANDALF,"There are few who can. The language is that of Mordor, which     I will not utter here.  ",The Fellowship of the Ring ,89.0,17.0,NEGATIVE,0.9825387001037598,Topic 1,War & Battle
1988,SAM,"  Ah, I     think I'll just have another ale.  ",The Fellowship of the Ring ,47.0,8.0,NEGATIVE,0.9969923496246338,Topic 2,Friendship & Loyalty
1989,FRODO,"Oh no you dont , Go on     ",The Fellowship of the Ring ,27.0,7.0,NEGATIVE,0.7644475102424622,Topic 1,War & Battle
1990,BILBO," So there I was at the mercy of three monstrous trolls and     they were all arguing amongst themselves about how they were going to cook     us. Whether it be turned on a spit or whether they should sit on us one by     one and squash us into jelly. , They     spent so much time arguing the witherto's and whyfor's that the sun's first     light cracked open over the top of the trees.  Poof!    , and turned them all into     stone! ",The Fellowship of the Ring ,436.0,80.0,NEGATIVE,0.9992308616638184,Topic 3,The Ring & Power
1991,MERRY,Quickly  ,The Fellowship of the Ring ,9.0,1.0,POSITIVE,0.7777681946754456,Topic 7,Death & Sacrifice
1992,MERRY,"No no! the big one, big one! ",The Fellowship of the Ring ,29.0,7.0,NEGATIVE,0.989133894443512,Topic 8,Home & Peace
1993,BILBO,"Mrs Bracegirdle, how nice to see you.  Welcome welcome.      Are all these children yours ? ",The Fellowship of the Ring ,92.0,15.0,POSITIVE,0.9997923970222472,Topic 1,War & Battle
1994,MRS BRACEGIRDLE,Yeah ,The Fellowship of the Ring ,5.0,1.0,POSITIVE,0.9993269443511964,Topic 1,War & Battle
1995,BILBO,Good gracious you have been productive! ,The Fellowship of the Ring ,40.0,6.0,POSITIVE,0.9998388290405272,Topic 8,Home & Peace
1996,BILBO,"     Sackville-Bagginses! ,     Quickly! Hide! ",The Fellowship of the Ring ,47.0,4.0,NEGATIVE,0.9968655705451964,Topic 2,Friendship & Loyalty
1997,BILBO,"Oh! Thankyou my boy You're a good lad Frodo. I'm very     selfish you know. , Yes,     I am.  Very selfish. I don't know why I took you in after your mother     and father died, but it wasn't out of charity. I think it was because, of     all my numerous relations, you were the one Baggins that showed real spirit.     ",The Fellowship of the Ring ,320.0,59.0,POSITIVE,0.994534969329834,Topic 8,Home & Peace
1998,FRODO,Bilbo have you been at the Gaffers homebrew ? ,The Fellowship of the Ring ,46.0,9.0,NEGATIVE,0.9869369864463806,Topic 8,Home & Peace
1999,BILBO,"No. Well yes, b b b but thats not the point. The point is,     Frodo, , You'll be     alright.  ",The Fellowship of the Ring ,96.0,19.0,POSITIVE,0.9986051917076112,Topic 7,Death & Sacrifice
2000,ELROND,That future is almost gone. ,The Return of the King ,28.0,5.0,NEGATIVE,0.9995833039283752,Topic 5,Fear & Danger
2001,ARWEN,But it is not lost. ,The Return of the King ,20.0,5.0,POSITIVE,0.9994213581085204,Topic 7,Death & Sacrifice
2002,ELROND,Nothing is certain. ,The Return of the King ,20.0,3.0,NEGATIVE,0.9995111227035522,Topic 1,War & Battle
2003,ARWEN,Some things are certain. ,The Return of the King ,25.0,4.0,POSITIVE,0.9969080090522766,Topic 6,Hope & Courage
2004,ARWEN,"If I leave him now, I will regret it forever. It is time. ",The Return of the King ,58.0,13.0,NEGATIVE,0.9352418780326844,Topic 7,Death & Sacrifice
2005,ARWEN,"From the ashes of fire shall be woken,     A light from the shadow shall spring,     Renewed shall be blade that was broken,         The crownless again shall be king. ",The Return of the King ,168.0,28.0,POSITIVE,0.9641913175582886,Topic 4,Journey & Quest
2006,ARWEN,Reforge the sword' ada. ,The Return of the King ,24.0,4.0,NEGATIVE,0.987683117389679,Topic 3,The Ring & Power
2007,ELROND,Your hands are cold. The life of the Eldar is leaving you.  ,The Return of the King ,60.0,12.0,NEGATIVE,0.9988479614257812,Topic 5,Fear & Danger
2008,ARWEN,"This was my choice. Ada, whether by your will or not there is no ship     now that can bear me hence. ",The Return of the King ,102.0,21.0,NEGATIVE,0.9925761222839355,Topic 6,Hope & Courage
2009,GANDALF,We have just passed into the realm of Gondor. ,The Return of the King ,46.0,9.0,POSITIVE,0.89301598072052,Topic 4,Journey & Quest
2010,GANDALF,Minas Tirith. City of Kings.  ,The Return of the King ,30.0,5.0,POSITIVE,0.9748582243919371,Topic 5,Fear & Danger
2011,PIPPIN,"It's the tree! Gandalf, Gandalf. ",The Return of the King ,33.0,5.0,POSITIVE,0.998723328113556,Topic 1,War & Battle
2012,GANDALF,"Yes the white tree of Gondor. The tree of the King. Lord Denethor     however, is not the King. He is a steward only, a caretaker of the throne. ",The Return of the King ,145.0,28.0,NEGATIVE,0.9226888418197632,Topic 4,Journey & Quest
2013,GANDALF,"Now listen carefully. Lord Denethor is Boromir's father. To give him     news of his beloved son's death would be most unwise. And do not mention     Frodo or the Ring. And say nothing of Aragorn either. In fact, its better if     you don't speak at all Peregrin Took.  ",The Return of the King ,270.0,47.0,NEGATIVE,0.9914783835411072,Topic 4,Journey & Quest
2014,GANDALF,"Hail Denethor son of Ecthelion, Lord and Steward of Gondor. ",The Return of the King ,60.0,10.0,POSITIVE,0.9969310760498048,Topic 4,Journey & Quest
2015,BILBO,A Ring!  ,The Fellowship of the Ring ,9.0,2.0,POSITIVE,0.9995113611221312,Topic 3,The Ring & Power
2016,GOLLUM," Lost!    , My Precious is lost. ",The Fellowship of the Ring ,33.0,6.0,NEGATIVE,0.9993891716003418,Topic 7,Death & Sacrifice
2017,GALADRIEL,For the time will soon come when Hobbits will shape the     fortunes of all. ,The Fellowship of the Ring ,77.0,14.0,POSITIVE,0.9979141354560852,Topic 7,Death & Sacrifice
2018,BILBO,"The 22nd day of September in the year 1400    ,by Shire     reckoning. , Bag End,     Bagshot Row, Hobbiton, West Farthing, The Shire, Middle Earth.    , The Third Age of this world.  ",The Fellowship of the Ring ,184.0,31.0,NEGATIVE,0.7482743859291077,Topic 6,Hope & Courage
2019,BILBO,"There and back again, A Hobbit's tale, by Bilbo     Baggins. ,Now, where to begin?     Ah, yes. ,Concerning Hobbits.  ",The Fellowship of the Ring ,118.0,18.0,NEGATIVE,0.8109868764877319,Topic 2,Friendship & Loyalty
2020,BILBO VOICEOVER,"Hobbits have been living and farming in the four     Farthings of the Shire for many hundreds of years. , quite content to     ignore and be ignored by the world of the Big Folk. , Middle Earth being,     after all, full of strange creatures beyond count. Hobbits must seem of     little importance, being neither renowned as great warriors, nor counted     amongst the very wise.  ",The Fellowship of the Ring ,382.0,63.0,NEGATIVE,0.9995467066764832,Topic 2,Friendship & Loyalty
2021,BILBO," Frodo, someone at     the door. ,In fact, it     has been remarked by some that Hobbits' only real passion is for food.    , A rather unfair observation    , As     we have also developed a keen interest in the brewing of ales    ,and the smoking of pipeweed. , But where     our hearts truly lie , is in peace and quiet ,and good     tilled earth. ,For all Hobbits share a love of all things that grow.    ,And yes, no doubt to others, our ways seem quaint    , But today of all days, it is brought home to me it is     no bad thing to celebrate a simple life.  ",The Fellowship of the Ring ,564.0,105.0,POSITIVE,0.9970023036003112,Topic 2,Friendship & Loyalty
2022,BILBO,"Frodo, the door! ,     sticklebacks, where is that boy! FRODO!  ",The Fellowship of the Ring ,64.0,10.0,NEGATIVE,0.9700221419334412,Topic 3,The Ring & Power
2023,GANDALF,"Hmm hmm hmm hmm, Down from the door where it began, hmm     hmm hmm hmm ",The Fellowship of the Ring ,72.0,15.0,NEGATIVE,0.98931622505188,Topic 3,The Ring & Power
2024,GANDALF,"And I must follow if I can. , The road goes     ever on and on, down from the door where it began, now far ahead the road     has gone, and I must follow if I can.       ",The Fellowship of the Ring ,170.0,36.0,NEGATIVE,0.9790843725204468,Topic 3,The Ring & Power
2025,FRODO,You're late!       ,The Fellowship of the Ring ,19.0,2.0,NEGATIVE,0.9991322159767152,Topic 4,Journey & Quest
2026,MERRY,Pippin!  ,The Return of the King ,9.0,1.0,POSITIVE,0.9990719556808472,Topic 8,Home & Peace
2027,MERRY and PIPPIN,Comes from the Green Dragon! ,The Return of the King ,29.0,5.0,POSITIVE,0.9956766963005066,Topic 1,War & Battle
2028,MERRY, Thank you! I win! ,The Return of the King ,19.0,4.0,POSITIVE,0.9998447895050048,Topic 4,Journey & Quest
2029,ARAGORN, No news of Frodo? ,The Return of the King ,19.0,4.0,NEGATIVE,0.9994271993637084,Topic 4,Journey & Quest
2030,GANDALF,No word. Nothing. ,The Return of the King ,18.0,3.0,NEGATIVE,0.999647855758667,Topic 3,The Ring & Power
2031,ARAGORN,We have time. Every day Frodo moves closer to Mordor. ,The Return of the King ,54.0,10.0,POSITIVE,0.996574878692627,Topic 8,Home & Peace
2032,GANDALF, Do we know that? ,The Return of the King ,18.0,4.0,NEGATIVE,0.9846278429031372,Topic 8,Home & Peace
2033,ARAGORN, What does your     heart tell you? ,The Return of the King ,36.0,6.0,POSITIVE,0.9985639452934264,Topic 7,Death & Sacrifice
2034,GANDALF, That Frodo is alive.     Yes' yes he's alive.  ,The Return of the King ,48.0,8.0,POSITIVE,0.9996159076690674,Topic 5,Fear & Danger
2035,GOLLUM,"Too risky. Too risky. ,Thieves. They stole it from us. Kill them, kill them, kill them both!    ,  ",The Return of the King ,99.0,18.0,NEGATIVE,0.998204469680786,Topic 1,War & Battle
2036,SMEAGOL,No! ,The Return of the King ,4.0,1.0,NEGATIVE,0.997668206691742,Topic 1,War & Battle
2037,GOLLUM,"Sshh, quiet, mustn't wake them. Mustn't ruin it now.      ",The Return of the King ,58.0,9.0,NEGATIVE,0.9988130331039428,Topic 4,Journey & Quest
2038,SMEAGOL,"But they knows, ,     they knows, they suspects us! ",The Return of the King ,52.0,9.0,POSITIVE,0.688201367855072,Topic 6,Hope & Courage
2039,GOLLUM,"What's it saying my precious, my love? Is Smeagol losing his nerve? ",The Return of the King ,68.0,12.0,NEGATIVE,0.999765932559967,Topic 1,War & Battle
2040,GIMLI,"Soon Mr Elf, you will enjoy the fabelled hospitality of the     dwarves. Roaring fires! Malt Beer! Red Meat off the bone! ",The Fellowship of the Ring ,122.0,21.0,POSITIVE,0.9991627931594848,Topic 7,Death & Sacrifice
2041,GIMLI,This my friend is the home of my cousin Balin and they call     it a Mine!  ,The Fellowship of the Ring ,76.0,16.0,POSITIVE,0.9991814494132996,Topic 2,Friendship & Loyalty
2042,GIMLI,A Mine! ,The Fellowship of the Ring ,8.0,2.0,POSITIVE,0.9996826648712158,Topic 1,War & Battle
2043,BOROMIR," This isn't     a mine, it's a tomb ",The Fellowship of the Ring ,36.0,7.0,NEGATIVE,0.99763286113739,Topic 4,Journey & Quest
